tradeoff	uninfected	susceptible_drugA	susceptible_drugB	resistantA_drugA	resistantA_drugB	resistantB_drugA	resistantB_drugB	multiResist_drugA	multiResist_drugB
0.27	0.3211338291675405	2.162708688875717E-6	2.162708688875717E-6	1.0422740430156223E-5	5.264209662877872E-6	5.264209662877872E-6	1.0422740430156223E-5	0.3394152357529685	0.3394152357529685
0.26	0.31928825175665565	2.144006864644684E-6	2.144006864644684E-6	1.0066922641154199E-5	5.084405499838968E-6	5.084405499838968E-6	1.0066922641154199E-5	0.34033857875649914	0.34033857875649914
0.25	0.3174637666198165	2.1259308938337006E-6	2.1259308938337006E-6	9.739718050050869E-6	4.919071372470976E-6	4.919071372470976E-6	9.739718050050869E-6	0.3412513319266491	0.3412513319266491
0.24	0.3156600142624507	2.108449877627385E-6	2.108449877627385E-6	9.437836548222742E-6	4.766542012316091E-6	4.766542012316091E-6	9.437836548222742E-6	0.34215368004614966	0.34215368004614966
0.22999999999999998	0.31387664316045466	2.091534918438643E-6	2.091534918438643E-6	9.15847054723385E-6	4.625396549249177E-6	4.625396549249177E-6	9.15847054723385E-6	0.34304580301883125	0.34304580301883125
0.21999999999999997	0.3121133099734821	2.075158959465484E-6	2.075158959465484E-6	8.899209997389712E-6	4.494415458078049E-6	4.494415458078049E-6	8.899209997389712E-6	0.34392787625130455	0.34392787625130455
0.20999999999999996	0.31036967877298705	2.0592966419223883E-6	2.0592966419223883E-6	8.65797474315676E-6	4.372546272081399E-6	4.372546272081399E-6	8.65797474315676E-6	0.3448000708001981	0.3448000708001981
0.19999999999999996	0.30864542124352934	2.04392417305997E-6	2.04392417305997E-6	8.432960192699168E-6	4.258876058541945E-6	4.258876058541945E-6	8.432960192699168E-6	0.3456625535812256	0.3456625535812256
0.18999999999999995	0.3069402163162335	2.0290192074930887E-6	2.0290192074930887E-6	8.222593368220668E-6	4.152609147118215E-6	4.152609147118215E-6	8.222593368220668E-6	0.3465154876457057	0.3465154876457057
0.17999999999999994	0.30525374980189096	2.014560737900085E-6	2.014560737900085E-6	8.02549708127803E-6	4.0530489826536104E-6	4.0530489826536104E-6	8.02549708127803E-6	0.3473590319667962	0.3473590319667962
0.16999999999999993	0.30358571467736045	2.0005289975705624E-6	2.0005289975705624E-6	7.840460539710481E-6	3.959583235538187E-6	3.959583235538187E-6	7.840460539710481E-6	0.3481933420952428	0.3481933420952428
0.16000000000000003	0.3019358103640556	1.9869053693180006E-6	1.9869053693180006E-6	7.666415072509936E-6	3.871671507597019E-6	3.871671507597019E-6	7.666415072509936E-6	0.34901856980673757	0.34901856980673757
0.15000000000000002	0.3003037428441905	1.973672303950297E-6	1.973672303950297E-6	7.502413982321579E-6	3.7888351217043455E-6	3.7888351217043455E-6	7.502413982321579E-6	0.34983486362513827	0.34983486362513827
0.14	0.298689224455975	1.960813243369931E-6	1.960813243369931E-6	7.34761570696368E-6	3.7106486012497177E-6	3.7106486012497177E-6	7.34761570696368E-6	0.35064236867760806	0.35064236867760806
0.13	0.2970919736427824	1.948312553080251E-6	1.948312553080251E-6	7.201269688786521E-6	3.6367325115855913E-6	3.6367325115855913E-6	7.201269688786521E-6	0.351441226884865	0.351441226884865
0.12	0.29551171487583583	1.9361554579783115E-6	1.9361554579783115E-6	7.062704455063147E-6	3.5667474257749827E-6	3.5667474257749827E-6	7.062704455063147E-6	0.35223157697733803	0.35223157697733803
0.10999999999999999	0.29394817840777826	1.924327983251091E-6	1.924327983251091E-6	6.9313175215372395E-6	3.5003888126056794E-6	3.5003888126056794E-6	6.9313175215372395E-6	0.35301355480187646	0.35301355480187646
0.09999999999999998	0.29240110020616855	1.9128169031570278E-6	1.9128169031570278E-6	6.806566786607368E-6	3.4373826821190297E-6	3.4373826821190297E-6	6.806566786607368E-6	0.35378729313419766	0.35378729313419766
0.08999999999999997	0.29087022179881156	1.9016096892802402E-6	1.9016096892802402E-6	6.687963188533468E-6	3.377481867049546E-6	3.377481867049546E-6	6.687963188533468E-6	0.35455292205748284	0.35455292205748284
0.07999999999999996	0.2893552900520173	1.8906944667142582E-6	1.8906944667142582E-6	6.575064397898606E-6	3.3204628326884333E-6	3.3204628326884333E-6	6.575064397898606E-6	0.3553105687603706	0.3553105687603706
0.06999999999999995	0.28785605707553713	1.8800599701729381E-6	1.8800599701729381E-6	6.467469394009234E-6	3.266122929838959E-6	3.266122929838959E-6	6.467469394009234E-6	0.35606035777888884	0.35606035777888884
0.05999999999999994	0.28637228014257243	1.8696955079215568E-6	1.8696955079215568E-6	6.364813761278987E-6	3.2142780192525986E-6	3.2142780192525986E-6	6.364813761278987E-6	0.3568024111443069	0.3568024111443069
0.04999999999999993	0.28490372141970066	1.859590923863482E-6	1.859590923863482E-6	6.266765628073186E-6	3.1647604127263305E-6	3.1647604127263305E-6	6.266765628073186E-6	0.3575368481688025	0.3575368481688025
0.040000000000000036	0.283450148044532	1.8497365639937874E-6	1.8497365639937874E-6	6.173022122154184E-6	3.11741708140646E-6	3.11741708140646E-6	6.173022122154184E-6	0.3582637857901179	0.3582637857901179
0.030000000000000027	0.28201133168426057	1.84012324822786E-6	1.84012324822786E-6	6.083306284535721E-6	3.072108095055928E-6	3.072108095055928E-6	6.083306284535721E-6	0.35898333859278575	0.35898333859278575
0.020000000000000018	0.2805870488773056	1.8307422385229385E-6	1.8307422385229385E-6	5.997364358236642E-6	3.0287052532401845E-6	3.0287052532401845E-6	5.997364358236642E-6	0.35969561874045747	0.35969561874045747
0.010000000000000009	0.27917708046539425	1.8215852151242617E-6	1.8215852151242617E-6	5.914963424749353E-6	2.9870908841086232E-6	2.9870908841086232E-6	5.914963424749353E-6	0.36040073611322193	0.36040073611322193
